ID_Client;Segment;Type_Client;Saison;Canal_reservation;Type_canal;Annulee;Mois_sejour;Sexe;Niveau_revenus;Pays;Province;Ville;Type_chambre;Numero_chambre;Nuits;Rev_Chambre;Tarif_applique;Rev_Banquet;Rev_Resto;Rev_Spa;Type_Forfait;Satisfaction_NPS;Total_Facture
AB-05543;Local_Spa;Externe;Haute;Hotels.com;Intermediaire;Oui;8;F;Moyen;Canada;Québec;Montréal;deluxe;67;0;0.0;390.92999999999995;0.0;0.0;0.0;Chambre Seule;;12.239487531460046
AB-05544;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;3;F;Faible;Europe;France;Marseille;Classique;63;3;853.9949999999999;284.66499999999996;0.0;96.8145459602065;190.836311042487;Chambre Seule;8.647520327609838;1206.6020002335006
AB-05545;Local_Spa;Externe;Basse;Autre OTA;Intermediaire;Non;6;F;Faible;États-Unis;New York;Rochester;Classique;44;0;0.0;342.465;0.0;14.243019245694573;160.02269979722288;Chambre Seule;10.0;220.04442113175534
AB-05546;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;5;F;Faible;Europe;France;Paris;Classique;52;2;604.01;302.005;0.0;88.0154886402918;;Forfait Gastronomique;6.310878437545842;714.4344388231791
AB-05547;Local_Gourmet;Externe;Haute;Site Web de l'hôtel;Direct;Non;5;M;Faible;Canada;Québec;Québec;Suite junior;88;0;0.0;440.98999999999995;0.0;95.66597812977975;39.473627317949386;Forfait Gastronomique;7.276528728939909;176.90702680790986
AB-05548;Congressiste;Interne;Haute;Booking.com;Intermediaire;Non;7;F;Moyen;États-Unis;Autre;Non spécifié;Classique;54;3;992.7149999999997;330.9049999999999;583.5288731433917;81.11535547883287;37.380362446714244;Forfait Gastronomique;6.806208809663916;1135.226142988929
AB-05549;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;10;F;Élevé;Canada;Ontario;Ottawa;deluxe;73;4;1312.52;328.13;0.0;93.85677625684016;187.63615609650932;Forfait Gastronomique;9.42858450576027;1654.7698877592914
AB-05550;Loisirs_Couple;Interne;Basse;Courriel à l'hôtel;Direct;Non;3;M;Moyen;États-Unis;New York;Rochester;Classique;12;2;569.3299999999999;284.66499999999996;0.0;119.76896826625254;166.78475089405643;Forfait Gastronomique;9.43487574029524;931.1766101450207
AB-05551;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;10;M;Moyen;Canada;Autre;Non spécifié;Classique;64;8;2416.04;302.005;0.0;94.24109652637148;51.51722334319796;Forfait Gastronomique;8.252402375260633;2576.949951357566
AB-05552;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;1;F;Faible;Canada;Ontario;Toronto;Classique;61;1;215.30499999999998;215.30499999999998;0.0;84.53486978298153;0.0;Chambre Seule;5.781522157585339;312.3595771035064
AB-05553;Affaires_Solo;Interne;Haute;Booking.com;Intermediaire;Non;7;M;Élevé;Canada;Ontario;Toronto;Classique;21;6;1985.4299999999994;330.9049999999999;0.0;64.39983626362232;0.0;Chambre Seule;5.53258465666467;2054.5435285470753
AB-05554;Local_Spa;Externe;Haute;Trivago;Intermediaire;Oui;3;F;Élevé;Canada;Ontario;Ottawa;Classique;9;0;0.0;284.66499999999996;0.0;0.0;0.0;Chambre Seule;;6.38677139880301
AB-05555;Congressiste;Interne;Basse;Expedia;Intermediaire;Oui;11;F;Moyen;Canada;Québec;Laval;Classique;41;0;0.0;267.32499999999993;0.0;0.0;0.0;Chambre Seule;;0.0
AB-05556;Loisirs_Couple;Interne;Basse;Booking.com;Intermediaire;Non;8;F;Élevé;Canada;Autre;Non spécifié;Classique;49;3;1079.415;359.80499999999995;0.0;71.85356054102257;195.51779382762945;Forfait Gastronomique;10.0;1398.117769659931
AB-05557;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;9;F;Élevé;Canada;Québec;Laval;Classique;55;1;319.34499999999997;319.34499999999997;83.99541474917514;64.03369116805445;0.0;Chambre Seule;7.780681325739537;390.53782401156025
AB-05558;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;1;M;Élevé;États-Unis;California;Non spécifié;Suite junior;89;0;0.0;314.38999999999993;0.0;118.64251576129266;0.0;Chambre Seule;7.5584913539359;140.99540875617555
AB-05559;Local_Gourmet;Externe;Haute;TripAdvisor;Intermediaire;Non;8;F;Moyen;Canada;Québec;Laval;Classique;20;0;0.0;359.80499999999995;0.0;145.34224058629718;0.0;Forfait Gastronomique;5.368838657762765;159.58430058638706
AB-05560;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;7;M;Élevé;Canada;Québec;Montréal;Classique;27;1;330.9049999999999;330.9049999999999;347.6558608860861;52.945555678073106;0.0;Chambre Seule;7.6793050152301054;396.8962624617712
AB-05561;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;8;F;Moyen;Autre;—;Non spécifié;Classique;12;2;719.6099999999999;359.80499999999995;0.0;97.67450893884005;;Forfait Gastronomique;8.560229258663242;1063.213184916422
AB-05562;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;11;M;Élevé;Canada;Ontario;Toronto;Classique;19;0;0.0;267.32499999999993;0.0;147.07392688544874;4.9387157012537255;Chambre Seule;7.470331458422719;167.93904205292495
AB-05563;Affaires_Solo;Interne;Basse;Expedia;Intermediaire;Non;1;M;Faible;Canada;Québec;Gatineau;Classique;47;3;645.915;215.30499999999998;0.0;63.61639687191147;36.904752493245105;Forfait Gastronomique;7.5592776110871815;757.6241102494355
AB-05564;Affaires_Solo;Interne;Basse;Expedia;Intermediaire;Non;4;F;Faible;Canada;Ontario;Ottawa;Classique;13;5;1510.025;302.005;0.0;61.12778087001583;7.204137691052162;Forfait Gastronomique;7.277287642379238;1594.1007463564324
AB-05565;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;12;F;Élevé;États-Unis;New York;New York;Classique;47;1;202.29999999999998;202.29999999999998;635.945300166385;33.10485845845355;10.7205251503037;Chambre Seule;7.808229505064473;252.96694262231367
AB-05566;Local_Gourmet;Externe;Basse;Expedia;Intermediaire;Non;4;M;Faible;Canada;Québec;Québec;deluxe;73;0;0.0;328.13;0.0;130.54178274427392;0.0;Forfait Gastronomique;6.787978698525846;150.49669778206746
AB-05567;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;10;F;Élevé;États-Unis;Autre;Non spécifié;Classique;65;1;302.005;302.005;0.0;46.653082306607985;24.990776089837087;Chambre Seule;8.553489206711067;396.68850371563565
AB-05568;Congressiste;Interne;Basse;Trip.com;Intermediaire;Non;5;M;Élevé;Canada;Québec;Québec;Classique;63;2;604.01;302.005;614.7408560818294;27.166735462656884;0.0;Chambre Seule;6.397532523786547;640.8095947601365
AB-05569;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Oui;8;M;Faible;États-Unis;Autre;Non spécifié;Classique;51;0;0.0;359.80499999999995;0.0;0.0;0.0;Chambre Seule;;2.7311843429364417
AB-05570;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;5;F;Moyen;États-Unis;California;Non spécifié;deluxe;81;3;984.39;328.13;0.0;51.674677601894274;;Chambre Seule;8.575790005272987;1277.3426708336597
AB-05571;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;6;F;Faible;Canada;Québec;Gatineau;Classique;4;2;684.93;342.465;120.3373115860755;39.99041539422163;0.0;Chambre Seule;7.4931815034046645;728.8915958269747
AB-05572;Local_Gourmet;Externe;Haute;Courriel à l'hôtel;Direct;Non;9;M;Faible;États-Unis;Autre;Non spécifié;deluxe;68;0;0.0;346.96999999999997;0.0;145.89828367807988;7.04887995463748;Forfait Gastronomique;6.1771829536463825;164.32075196675828
AB-05573;Congressiste;Interne;Basse;Trivago;Intermediaire;Non;8;F;Moyen;Europe;Autre;Non spécifié;Classique;5;4;1439.2199999999998;359.80499999999995;83.6848830374237;34.90108466359918;;Chambre Seule;7.2578376981479416;1474.1705535629164
AB-05574;Congressiste;Interne;Haute;TripAdvisor;Intermediaire;Non;10;M;Moyen;États-Unis;California;Non spécifié;Classique;27;3;906.015;302.005;964.1993182573735;40.767032191480254;0.0;Chambre Seule;5.779380206933023;947.1133939031257
AB-05575;Local_Spa;Externe;Basse;Courriel à l'hôtel;Direct;Non;12;F;Faible;États-Unis;New York;New York;Suite exécutive;98;0;0.0;572.5999999999999;0.0;29.19626082355849;104.32914197771308;Chambre Seule;9.652277647240153;157.9445157291189
AB-05576;Loisirs_Couple;Interne;Haute;Autre OTA;Intermediaire;Oui;6;F;Faible;États-Unis;California;Non spécifié;deluxe;73;0;0.0;372.09;0.0;0.0;0.0;Forfait Gastronomique;;0.0
AB-05577;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;8;F;Élevé;Canada;Québec;Gatineau;deluxe;76;2;781.8599999999999;390.92999999999995;0.0;59.660631932000214;186.11119896243633;Forfait Gastronomique;8.724255775566633;1082.7498232930898
AB-05578;Loisirs_Couple;Interne;Haute;Trip.com;Intermediaire;Non;8;F;Faible;Canada;Québec;Laval;Classique;26;2;719.6099999999999;359.80499999999995;0.0;78.24714189355758;197.12810846038263;Chambre Seule;9.656649133148207;1063.8821916006523
AB-05579;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;2;M;Faible;Canada;Autre;Non spécifié;Classique;22;3;749.9549999999999;249.98499999999999;617.6903255586996;38.137728829088275;0.0;Chambre Seule;7.727750115549596;778.4247312577222
AB-05580;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;7;M;Élevé;États-Unis;New York;Rochester;Classique;35;2;661.8099999999998;330.9049999999999;0.0;;32.375178748460456;Chambre Seule;8.097916948452704;795.2022976377617
AB-05581;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;11;M;Moyen;Europe;Autre;Non spécifié;deluxe;80;1;290.44999999999993;290.44999999999993;265.6664405215467;33.64445680769864;29.054776316314566;Forfait Gastronomique;7.142178666268786;384.232795942787
AB-05582;Local_Gourmet;Externe;Haute;Courriel à l'hôtel;Direct;Non;11;F;Élevé;États-Unis;California;Non spécifié;Classique;36;0;0.0;267.32499999999993;0.0;166.22333180170847;0.0;Forfait Gastronomique;5.768381346230943;193.07623053440173
AB-05583;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Non;5;M;Élevé;États-Unis;California;Non spécifié;Classique;41;3;906.015;302.005;0.0;44.91882067159399;0.0;Chambre Seule;5.657842584073443;971.8611178299586
AB-05584;Affaires_Solo;Interne;Basse;Booking.com;Intermediaire;Non;9;F;Faible;Canada;Ontario;Ottawa;Suite junior;87;7;3264.17;466.31;0.0;49.26186726747625;0.0;Chambre Seule;6.805274870589062;3322.269332763551
AB-05585;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Oui;9;F;Moyen;États-Unis;Autre;Non spécifié;deluxe;67;0;0.0;346.96999999999997;0.0;0.0;0.0;Forfait Gastronomique;;11.67509822986446
AB-05586;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;9;F;Faible;Canada;Ontario;Mississauga;deluxe;77;0;0.0;346.96999999999997;0.0;34.22077767433496;108.60293161569952;Forfait Gastronomique;8.17374025717165;171.58701923749996
AB-05587;Congressiste;Interne;Basse;Courriel à l'hôtel;Direct;Non;6;F;Faible;États-Unis;New York;New York;Classique;44;3;1027.395;342.465;467.4406468886078;44.777413111637436;0.0;Chambre Seule;7.039252679543886;1070.2067517525813
AB-05588;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;7;F;Faible;États-Unis;New York;Rochester;deluxe;79;0;0.0;359.5299999999999;0.0;149.0985492205836;36.792722459047255;Forfait Gastronomique;6.537431564588543;184.4475412780287
AB-05589;Congressiste;Interne;Basse;Trip.com;Intermediaire;Oui;2;M;Faible;Canada;Autre;Non spécifié;deluxe;72;0;0.0;271.61;0.0;0.0;0.0;Chambre Seule;;11.861454740422989
AB-05590;Loisirs_Couple;Interne;Basse;Autre OTA;Intermediaire;Oui;6;F;Moyen;États-Unis;New York;Rochester;deluxe;68;0;0.0;372.09;0.0;0.0;0.0;Forfait Gastronomique;;15.403239798198861
AB-05591;Local_Spa;Externe;Haute;Expedia;Intermediaire;Non;11;Autre;Moyen;États-Unis;Autre;Non spécifié;Classique;30;0;0.0;267.32499999999993;0.0;23.198564824224317;100.1335203963549;Chambre Seule;7.366104597559175;150.16022536843545
AB-05592;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;8;F;Moyen;États-Unis;California;Non spécifié;Classique;64;2;719.6099999999999;359.80499999999995;0.0;47.19624161016178;14.878279647844211;Chambre Seule;8.330017166993104;788.328112249403
AB-05593;Affaires_Solo;Interne;Haute;Autre OTA;Intermediaire;Non;1;F;Moyen;États-Unis;Autre;Non spécifié;Classique;12;5;1076.5249999999999;215.30499999999998;0.0;;7.0479505187762514;Forfait Gastronomique;5.436849394786049;1169.8628416991692
AB-05594;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;8;M;Faible;Canada;Québec;Laval;Classique;17;1;359.80499999999995;359.80499999999995;0.0;92.39682940198585;;Chambre Seule;9.049135398613046;719.0845238654023
AB-05595;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;6;F;Élevé;Canada;Québec;Gatineau;Classique;4;0;0.0;342.465;0.0;175.54315944043537;0.0;Forfait Gastronomique;6.204005213627829;204.34680083751135
AB-05596;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;4;M;Élevé;États-Unis;California;Non spécifié;Classique;47;1;302.005;302.005;0.0;92.00994090748151;204.5934010975891;Forfait Gastronomique;8.7562344418402;651.759636686285
AB-05597;Local_Gourmet;Externe;Basse;Site Web de l'hôtel;Direct;Non;12;F;Moyen;États-Unis;Autre;Non spécifié;Classique;41;0;0.0;202.29999999999998;0.0;125.90297328955968;0.0;Forfait Gastronomique;7.73430988015027;142.58765592493816
AB-05598;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;10;F;Élevé;Canada;Québec;Québec;Classique;39;1;302.005;302.005;0.0;64.68591052469324;161.78024509056542;Forfait Gastronomique;7.959585667134594;580.7071024777061
AB-05599;Affaires_Solo;Interne;Haute;Courriel à l'hôtel;Direct;Non;7;M;Faible;Autre;—;Non spécifié;Classique;34;4;1323.6199999999997;330.9049999999999;0.0;51.32909308316053;6.065070326373537;Chambre Seule;6.600344792779691;1389.1005377354288
AB-05600;Loisirs_Couple;Interne;Basse;Autre OTA;Intermediaire;Non;7;M;Faible;États-Unis;Autre;Non spécifié;deluxe;75;2;719.0599999999998;359.5299999999999;0.0;95.58214372101266;207.03292394421342;Forfait Gastronomique;10.0;1097.933099237334
AB-05601;Loisirs_Couple;Interne;Haute;Expedia;Intermediaire;Non;10;M;Faible;États-Unis;New York;New York;Classique;23;3;906.015;302.005;0.0;64.91918489897992;158.88242503242543;Forfait Gastronomique;8.244337210318163;1182.0912315433027
AB-05602;Loisirs_Couple;Interne;Basse;Téléphone à l'hôtel;Direct;Non;10;F;Moyen;Canada;Québec;Québec;Classique;46;3;906.015;302.005;0.0;103.68479312029201;196.1685983854661;Forfait Gastronomique;10.0;1274.0515817993694
AB-05603;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;3;M;Moyen;Canada;Ontario;Ottawa;Classique;2;0;0.0;284.66499999999996;0.0;151.49156715364194;11.833416888874174;Forfait Gastronomique;7.841716726568798;179.88541414899618
AB-05604;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;2;M;Élevé;Autre;—;Non spécifié;Classique;62;2;499.96999999999997;249.98499999999999;0.0;59.463531926674065;13.114617076190365;Chambre Seule;7.1590158884425374;592.1320493362717
AB-05605;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;2;M;Moyen;États-Unis;Autre;Non spécifié;Classique;32;0;0.0;249.98499999999999;0.0;143.95079946289667;6.720123360980774;Forfait Gastronomique;5.506758097743663;171.26963937973633
AB-05606;Local_Spa;Externe;Haute;Hotels.com;Intermediaire;Non;10;M;Élevé;Canada;Ontario;Toronto;Classique;50;0;0.0;302.005;0.0;0.0;102.80539262936422;Chambre Seule;7.819600033600513;135.8528457955471
AB-05607;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;1;M;Faible;Canada;Ontario;Toronto;Classique;51;1;215.30499999999998;215.30499999999998;0.0;47.813798817773815;0.0;Chambre Seule;6.719594502048811;255.19066148862836
AB-05608;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Oui;5;M;Élevé;États-Unis;Autre;Non spécifié;deluxe;68;0;0.0;328.13;0.0;;0.0;Chambre Seule;;0.0
AB-05609;Local_Spa;Externe;Haute;Autre OTA;Intermediaire;Oui;3;F;Élevé;États-Unis;New York;New York;Classique;33;0;0.0;284.66499999999996;0.0;0.0;0.0;Chambre Seule;;8.986691603391742
AB-05610;Affaires_Solo;Interne;Basse;Courriel à l'hôtel;Direct;Non;11;Autre;Élevé;Europe;Autre;Non spécifié;deluxe;73;1;290.44999999999993;290.44999999999993;0.0;43.322761413964535;0.0;Chambre Seule;8.218347512404701;338.48200328660016
AB-05611;Congressiste;Interne;Basse;Airbnb;Intermediaire;Oui;6;F;Moyen;États-Unis;California;Non spécifié;deluxe;84;0;0.0;372.09;0.0;0.0;0.0;Forfait Gastronomique;;6.595314695891384
AB-05612;Congressiste;Interne;Haute;Courriel à l'hôtel;Direct;Non;12;F;Élevé;Canada;Québec;Laval;Classique;8;2;404.59999999999997;202.29999999999998;75.28141467268983;54.87660857510821;54.231768378142085;Chambre Seule;6.116908702214105;553.13068632748
AB-05613;Affaires_Solo;Interne;Haute;Site Web de l'hôtel;Direct;Non;5;M;Faible;États-Unis;California;Non spécifié;Classique;31;2;604.01;302.005;0.0;57.017736079595366;0.0;Chambre Seule;6.223883951523996;677.115570379643
AB-05614;Local_Gourmet;Externe;Haute;Téléphone à l'hôtel;Direct;Non;7;F;Élevé;Canada;Québec;Montréal;Classique;18;0;0.0;330.9049999999999;0.0;148.6058458692071;38.82073300497107;Forfait Gastronomique;6.3366038178793245;214.8649667395876
AB-05615;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Oui;5;M;Moyen;Canada;Ontario;Mississauga;Classique;12;0;0.0;302.005;0.0;0.0;0.0;Chambre Seule;;0.0
AB-05616;Loisirs_Couple;Interne;Haute;Téléphone à l'hôtel;Direct;Non;11;F;Élevé;États-Unis;California;Non spécifié;Classique;6;1;267.32499999999993;267.32499999999993;0.0;50.95989076850965;178.50251189214342;Chambre Seule;8.264461946270565;529.8986493445881
AB-05617;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;10;M;Élevé;États-Unis;California;Non spécifié;Classique;35;1;302.005;302.005;0.0;50.79114709377478;120.50464293924095;Chambre Seule;8.120607891988875;512.847448399437
AB-05618;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;8;F;Élevé;Canada;Autre;Non spécifié;Suite senior;94;3;2147.6249999999995;715.8749999999999;0.0;;190.30409616258757;Forfait Gastronomique;9.277564388344208;2465.2222490889003
AB-05619;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;11;M;Élevé;Europe;Autre;Non spécifié;Suite junior;86;0;0.0;390.3499999999999;0.0;135.63994693066456;9.89412878812809;Chambre Seule;7.321955851789983;165.9699709922513
AB-05620;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;8;F;Élevé;Europe;France;Paris;Classique;56;1;359.80499999999995;359.80499999999995;0.0;81.91657348108689;176.5233600382698;Forfait Gastronomique;9.331679692371344;677.8545466091994
AB-05621;Affaires_Solo;Interne;Basse;Booking.com;Intermediaire;Non;6;M;Moyen;États-Unis;Autre;Non spécifié;Classique;62;6;2054.79;342.465;0.0;82.76934407588985;0.0;Forfait Gastronomique;7.818833254824727;2142.632427889111
AB-05622;Local_Gourmet;Externe;Haute;Autre OTA;Intermediaire;Oui;1;F;Faible;États-Unis;Autre;Non spécifié;Classique;56;0;0.0;215.30499999999998;0.0;0.0;0.0;Chambre Seule;;0.0
AB-05623;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;4;M;Moyen;Canada;Québec;Gatineau;Suite junior;86;0;0.0;440.98999999999995;0.0;26.85179758448499;74.92283095637194;Chambre Seule;7.085440973235979;117.53697929471636
AB-05624;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;6;M;Moyen;Europe;France;Paris;Classique;12;0;0.0;342.465;0.0;151.77802987591906;0.0;Chambre Seule;7.078247172297297;171.72234327151656
AB-05625;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;9;F;Moyen;Canada;Québec;Laval;Classique;38;3;958.0349999999999;319.34499999999997;111.77780622485156;37.67371394747812;46.26952856089334;Forfait Gastronomique;7.2732636116952;1076.7855487827142
AB-05626;Affaires_Solo;Interne;Basse;Hotels.com;Intermediaire;Non;5;F;Élevé;États-Unis;Autre;Non spécifié;Classique;6;1;302.005;302.005;0.0;39.0124646577517;2.5672629187146816;Chambre Seule;7.029307723542946;347.2808990803997
AB-05627;Congressiste;Interne;Haute;Téléphone à l'hôtel;Direct;Non;10;F;Moyen;Canada;Ontario;Mississauga;Classique;51;3;906.015;302.005;401.50950870931206;25.734230124266926;0.0;Chambre Seule;5.906196028767155;937.6007638724349
AB-05628;Affaires_Solo;Interne;Haute;Expedia;Intermediaire;Non;7;M;Faible;Canada;Ontario;Ottawa;deluxe;81;1;359.5299999999999;359.5299999999999;0.0;50.47375739058579;1.7157049983188892;Chambre Seule;6.099698704295762;426.8063311969869
AB-05629;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Oui;12;F;Faible;États-Unis;New York;New York;Suite senior;94;0;0.0;402.5;0.0;0.0;0.0;Chambre Seule;;0.0
AB-05630;Congressiste;Interne;Basse;Site Web de l'hôtel;Direct;Non;3;M;Élevé;Canada;Québec;Laval;deluxe;68;3;927.8699999999999;309.28999999999996;689.6828663715474;24.89506408615745;0.0;Forfait Gastronomique;6.222289856053571;958.9227109276276
AB-05631;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;8;M;Moyen;Canada;Québec;Québec;Classique;15;0;0.0;359.80499999999995;0.0;32.38223749206317;111.32096293953876;Chambre Seule;8.019273421443575;172.9328119993483
AB-05632;Loisirs_Couple;Interne;Haute;Courriel à l'hôtel;Direct;Non;9;F;Moyen;Canada;Autre;Non spécifié;Classique;18;2;638.6899999999999;319.34499999999997;0.0;96.519898709927;210.25415238413296;Forfait Gastronomique;9.182395835925648;1026.8405310652026
AB-05633;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;7;M;Moyen;Autre;—;Non spécifié;Classique;20;2;661.8099999999998;330.9049999999999;0.0;68.39128771419864;199.83156239887577;Forfait Gastronomique;8.85079909653599;998.3354780836743
AB-05634;Affaires_Solo;Interne;Basse;Téléphone à l'hôtel;Direct;Non;6;M;Faible;Canada;Québec;Québec;Classique;40;1;342.465;342.465;0.0;46.40170557492813;55.82789792830442;Forfait Gastronomique;8.563167340451908;469.06766157903104
AB-05635;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;7;M;Moyen;États-Unis;New York;Buffalo;Classique;16;5;1654.5249999999996;330.9049999999999;0.0;67.52677391843812;205.65218602400012;Forfait Gastronomique;9.264003102060602;1988.326307167296
AB-05636;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Non;5;F;Élevé;États-Unis;California;Non spécifié;Classique;39;2;604.01;302.005;602.1114513640434;50.68958079796081;0.6981110669868976;Forfait Gastronomique;7.970792562166884;667.7464068609478
AB-05637;Affaires_Solo;Interne;Basse;Trip.com;Intermediaire;Non;12;Autre;Faible;États-Unis;California;Non spécifié;Suite senior;91;1;402.5;402.5;0.0;46.428542064772635;32.7453333798031;Chambre Seule;7.557565369556486;516.9874588773041
AB-05638;Affaires_Solo;Interne;Haute;Téléphone à l'hôtel;Direct;Non;3;M;Moyen;États-Unis;Autre;Non spécifié;deluxe;82;3;927.8699999999999;309.28999999999996;0.0;38.91454094230819;0.0;Chambre Seule;6.2768143046872575;960.5968780822568
AB-05639;Loisirs_Couple;Interne;Basse;Site Web de l'hôtel;Direct;Non;8;M;Faible;Canada;Québec;Québec;deluxe;76;2;781.8599999999999;390.92999999999995;0.0;91.52307279588761;232.39225824900916;Forfait Gastronomique;10.0;1181.247725722713
AB-05640;Loisirs_Couple;Interne;Haute;Trivago;Intermediaire;Non;5;M;Élevé;États-Unis;California;Non spécifié;Classique;35;4;1208.02;302.005;0.0;71.7495993305773;173.0887186585041;Forfait Gastronomique;9.353475089940147;1514.2759682613714
AB-05641;Local_Spa;Externe;Haute;Site Web de l'hôtel;Direct;Non;6;F;Faible;Canada;Québec;Montréal;Classique;26;0;0.0;342.465;0.0;11.99555959969145;125.96175397286369;Chambre Seule;7.637087942312388;184.80945784434155
AB-05642;Affaires_Solo;Interne;Haute;Airbnb;Intermediaire;Oui;2;M;Faible;Canada;Québec;Montréal;Classique;41;0;0.0;249.98499999999999;0.0;;0.0;Chambre Seule;;0.0
AB-05643;Congressiste;Interne;Basse;Expedia;Intermediaire;Non;7;F;Moyen;États-Unis;California;Non spécifié;Suite junior;86;2;966.3799999999999;483.18999999999994;509.34577978431815;56.43441965887122;0.0;Chambre Seule;7.181237519662605;1000.1275587233307
AB-05644;Local_Gourmet;Externe;Haute;Trip.com;Intermediaire;Oui;8;F;Moyen;Europe;France;Marseille;Classique;34;0;0.0;359.80499999999995;0.0;0.0;0.0;Forfait Gastronomique;;13.59189494164025
AB-05645;Local_Gourmet;Externe;Haute;Booking.com;Intermediaire;Non;9;M;Élevé;Europe;France;Marseille;Classique;49;0;0.0;319.34499999999997;0.0;160.98423010249192;11.868552620997276;Chambre Seule;5.765058304418396;200.116832715879
AB-05646;Local_Gourmet;Externe;Basse;Courriel à l'hôtel;Direct;Non;1;F;Moyen;Canada;Ontario;Mississauga;Classique;33;0;0.0;215.30499999999998;0.0;156.7959851910824;0.0;Forfait Gastronomique;7.552702825971958;155.046108405324
AB-05647;Affaires_Solo;Interne;Basse;Site Web de l'hôtel;Direct;Non;10;M;Moyen;Canada;Autre;Non spécifié;Classique;45;4;1208.02;302.005;0.0;;12.329892212246966;Forfait Gastronomique;7.785853727751131;1320.2218996897848
AB-05648;Local_Gourmet;Externe;Basse;Booking.com;Intermediaire;Non;12;F;Moyen;États-Unis;New York;Buffalo;Classique;35;0;0.0;202.29999999999998;0.0;132.56995446143594;6.207636893399605;Chambre Seule;6.9563959586575415;169.5787021642723
AB-05649;Loisirs_Couple;Interne;Haute;Booking.com;Intermediaire;Non;4;F;Moyen;Canada;Québec;Laval;deluxe;71;5;1640.65;328.13;0.0;93.54470078733593;165.29728502689227;Forfait Gastronomique;8.646491095168802;1972.9136055856081
AB-05650;Local_Spa;Externe;Basse;Téléphone à l'hôtel;Direct;Non;9;M;Élevé;Canada;Québec;Québec;Classique;4;0;0.0;319.34499999999997;0.0;39.60690044475978;129.55084264290028;Chambre Seule;8.712375977534116;221.37008615179556
AB-05651;Loisirs_Couple;Interne;Haute;Site Web de l'hôtel;Direct;Non;7;M;Élevé;Europe;France;Paris;Classique;27;1;330.9049999999999;330.9049999999999;0.0;37.83538992202375;187.49179943344816;Forfait Gastronomique;9.575834580007587;614.5021438381101
AB-05652;Congressiste;Interne;Basse;Téléphone à l'hôtel;Direct;Oui;8;M;Élevé;Autre;—;Non spécifié;deluxe;71;0;0.0;390.92999999999995;0.0;0.0;0.0;Chambre Seule;;0.8298741881250997
